TITLE,CATEGORY,PUBLISHER,HOSTNAME
Critic's corner: What's on TV this weekend,e,Boston Globe,www.bostonglobe.com
Apple's Samsung damages jiggled but not jacked up,t,SlashGear,www.slashgear.com
"Under Transportation Department plan, advertised airfares must include fees",b,Omaha World-Herald,www.omaha.com
First text to Allegheny County 911 may have been sent while driving,t,Pittsburgh Post-Gazette,www.post-gazette.com
Home News Local MP Kellway leads delegation in Bangladesh...,b,insideTORONTO.com,www.insidetoronto.com
Apple Inc. iPhone 5S Still Leads Smartphone Sales In U.S.,t,ValueWalk,www.valuewalk.com
Willow Smith Breaks Her Silence On Moises Arias Photo Controversy,e,RumorFix,rumorfix.com
Setting the Bar for Global Excellence,t,Huffington Post,www.huffingtonpost.com
"'Bachelorette' Andi feels 'that tingle,' grows old",e,Detroit Free Press,www.freep.com
Drew Barrymore's Half-Sister Jessica Blyth Barrymore Discovered Dead in San  ...,e,BREATHEcast,www.breathecast.com
Legendary Actor Mickey Rooney Dies At 93,e,malaysiandigest.com,devel.malaysiandigest.com
5 concerns Raghuram Rajan has about India,b,Business Standard,www.business-standard.com
Euro Zone Inflation Dips to 0.5%,b,Ticker Magazine,www.ticker.com
What are your teenagers up to?,m,KGNS.tv,www.kgns.tv
GE's Alstom Bid Gains Steam as Hollande Not Opposed,b,Businessweek,www.businessweek.com
Gas Prices Rise 4.3 Cents In Chattanooga,t,The Chattanoogan,www.chattanoogan.com
"Gold up at 6-month high on Ukraine crisis, China economy",b,The Star Online,www.thestar.com.my
Heartbleed vuln under ACTIVE ATTACK as hackers map soft spots,t,Register,www.theregister.co.uk
What penis-length studies can teach us about shenanigans in the financial industry,b,The Week Magazine,theweek.com
Rose Leslie and Kit Harington discuss Sunday's tragic 'Game of Thrones' death,e,Daily Digest,dailydigestnews.com
Instagram Adds a Range of Photo Editing Tools,t,Crave Online,www.craveonline.com
Woman Records Selfie Video Of Her Own Stroke,m,Huffington Post,www.huffingtonpost.com
Man In The Translucent Material: How Virtual Michael Jackson Came To Be,e,Forbes,www.forbes.com
"E3 2014: Destiny's new trailer shows character customization, skills, raids and  ...",t,GameZone,www.gamezone.com
"Data brokers' inferences can lead to trouble for consumers, agency warns",b,Allentown Morning Call \(blog\),blogs.mcall.com
Review: 'Of Mice and Men' finds James Franco in CliffsNotes mode,e,Los Angeles Times,www.latimes.com
Why Elizabeth Arden (RDEN) Stock Is Tumbling After Hours,b,TheStreet.com,www.thestreet.com
"Smartphone 'kill switch' coming in 2015: Apple, Samsung, Google, US wireless  ...",t,Tech Times,www.techtimes.com
Video: Internet abuzz over topless woman who trashed McDonald's in Pinellas  ...,m,Tampabay.com,www.tampabay.com
Miley Cyrus Postpones Her US Tour Due To Sickness,e,Yahoo Celebrity UK,uk.celebrity.yahoo.com
Admit it: most of us don't understand Shakespeare,e,Telegraph.co.uk,www.telegraph.co.uk
"Red Hat Rising: Estimates Rise on FYQ1 Public Cloud, Large Deal Activity",t,Barron's \(blog\),blogs.barrons.com
"Weekend Box Office Update: ""Rio 2"" Soars, ""Transcendence"" Flops",e,Contactmusic.com,www.contactmusic.com
Joan Rivers Won't Apologize For Joking About The Cleveland Kidnapping Victims,e,Uproxx,uproxx.com
"Halo 5, TV series launching in 2015",t,Southland Times,www.stuff.co.nz
Citi Bike pedaling uphill,b,Albany Times Union,www.timesunion.com
Daniel Radcliffe could come back and play an old Harry Potter following JK  ...,e,heatworld,www.heatworld.com
Bar too low? 5 companies likely to beat earnings estimates,b,USA TODAY,americasmarkets.usatoday.com
"A new species of dinosaur described as Tyrannosaurus Rex's ""smaller cousin  ...",t,Irish Independent,www.independent.ie
Paul Krugman calls for higher inflation targets at ECB Forum,b,Central Banking \(subscription\),www.centralbanking.com
EU set to crackdown on Lewis's fast-trading flash boys,b,Irish Times,www.irishtimes.com
Pre-order Alien: Isolation and get Sigourney Weaver as a bonus,e,Gaming Age,www.gaming-age.com
"US GDP grew 2.6 percent in fourth quarter, higher than estimated, on consumer  ...",b,Newsday,www.newsday.com
Dollar strength pushes gold price lower,b,iNVEZZ,invezz.com
Box Office Results: Captain America Fights His Way to a Third Week at #1,e,ComingSoon.net,www.comingsoon.net
Average Gas Prices 12¢ Higher Than 1 Year Ago,t,Prescott eNews,www.prescottenews.com
Google starts to edit search results after court ruling,t,Irish Independent,www.independent.ie
Pamela Anderson recounts history of childhood sex abuse: 'I just wanted off this  ...,e,CTV News,www.ctvnews.ca
EU-approved drug to treat muscle disorder,m,Techsonia,www.techsonia.com
"Exelon to buy Del., A.C. power cos. in $7B deal",b,Philly.com \(blog\),www.philly.com
Why Best Buy (BBY) Stock Is Up Today,b,TheStreet.com,www.thestreet.com
Microsoft Corporation (MSFT) announces release date for Windows Phone 8.1,t,Pulse 2.0,pulse2.com
General Motors announces new recall of 2.4 million vehicles in US,b,Khaleej Times,www.khaleejtimes.com
"Express, Inc. Sees Shares Rally After Confirming Sycamore Partners' Intention  ...",b,Bidness Etc,www.bidnessetc.com
Bloody Outrage! Rosie O'Donnell Has Signed Deal to Return to 'The View',e,Student Operated Press,thesop.org
Blue ringwoodite sparked the discovery of earth's inner reservoir,t,Daily Digest,dailydigestnews.com
"Quartz Daily Brief—Americas edition—Jamie Dimon's cancer, Hong Kong  ...",b,Quartz,qz.com
Recent Research Analysts' Ratings Updates for Urban Outfitters (URBN),b,WKRB News,www.wkrb13.com
Mysterious meteor shower in store for N. America,t,Yahoo News,news.yahoo.com
US named watchdog for BNP Paribas,b,Independent Online,www.iol.co.za
IMF agrees $14-18 billion bailout for Ukraine,b,GlobalPost,www.globalpost.com
Time Remaining: 12 Days,e,parrysound.com,www.parrysound.com
Garden City Relay for Life holds postponed kickoff and rally,m,Hometownlife.com,www.hometownlife.com
Adam Levine Is a Rock Star Who Dumps Keira Knightley in 'Begin Again',e,Jezebel,jezebel.com
Dollar Tree to buy Family Dollar in $9.2 billion deal,b,The Virginian-Pilot,hamptonroads.com
"Update on WWE Network Price Points, the International Launch, More",t,TWNP-Wrestling News,www.twnpnews.com
Kate O'Mara dies aged 74,e,Channel 4 News,www.channel4.com
Kanye West Keeping Wedding Details Secret From Kim Kardashian?,e,Vibe,www.vibe.com
Xbox One tightens gap with PS4 in US shipments,t,"The Tech Report, LLC",techreport.com
Tv - Kristin Cavallari Welcomes Second Son,e,Contactmusic.com,www.contactmusic.com
eBay CEO Donahoe Talks Icahn Agreement: JPM's Jimmy Lee Brought Us  ...,b,GuruFocus.com,www.gurufocus.com
Recalled beef may have been sent to Indiana,m,Fort Wayne Journal Gazette \(blog\),www.journalgazette.net
Dancing With the Stars 2014: Charlie White and Sharna Burgess's Week 3 Jive  ...,e,Wetpaint,www.wetpaint.com
"Kristen Bell Pregnant with Second Child, 'The Family Is Beyond Excited': Source",e,Fashion Times,www.fashiontimes.com
Billboard allowed to use Michael Jackson hologram,e,gulfnews.com,gulfnews.com
Sleep Apnea Associated with Increased Stroke Risk in Women,m,Nature World News,www.natureworldnews.com
Artificial DNA Breakthrough: Microbes With Genetic Material Created,t,Newsmax.com,www.newsmax.com
Last-minute Tax Day filing tips for procrastinators,b,The Express-Times,www.lehighvalleylive.com
Zendaya thanks fans for support after announcing she's out of Lifetime's Aaliyah  ...,e,Newsday,www.newsday.com
HTC developing Windows Phone version of One (M8),t,Mobile Today,www.mobiletoday.co.uk
"Drew Barrymore has a 2nd baby girl, bends baby-naming guidelines",e,Los Angeles Times,www.latimes.com
Teaching The Heart To Beat Again,m,Forbes,www.forbes.com
GH CH**NY** KXS**NY**,e,The Daily Courier \(subscription\),www.kelownadailycourier.ca
Treat Ulcerative Colitis and Crohn's Disease using Entyvio,m,YottaFire,yottafire.com
Meryl Davis in league of her own on eve of 'Dancing with the Stars' finale,e,The Detroit News,www.detroitnews.com
Chinese supersonic submarine with speed up to 3600 mph a step closer to reality,t,Tech Times,www.techtimes.com
A Tough Day for the Market,b,AdviceTrade,www.advicetrade.com
Maine's April home sales rise 8.3 percent,b,Press Herald,www.pressherald.com
Lorde finally meets baseball star who inspired 'Royals',e,New York Post,nypost.com
Star Wars Episode VII: Harrison Ford is Hurt!,e,Movie Fanatic,www.moviefanatic.com
Cisco Wants to Stitch Clouds Together,t,Wall Street Journal \(blog\),blogs.wsj.com
Sutherland 'Petrified' Over Playing Bauer Again,e,Sky News,news.sky.com
Amazon Profits Thin As Expenses Jump,b,Booktrade.info,www.booktrade.info
Samsung is about to launch a new phone that's even more giant than the Note 3,t,BGR,bgr.com
8 reasons to worry about global warming,t,Eagle-Tribune,www.eagletribune.com
Hong Kong Exchange's Chief Li Urges Reform,b,Wall Street Journal,stream.wsj.com
"Beverly Hills Hotel Loses Oscar Party, More Over Controversy",e,Variety,variety.com
"Paterson boy, 11, visits White House for youth science fair",t,NorthJersey.com,www.northjersey.com
US STOCKS-Nasdaq marks worst day since Nov. 2011 as biotechs sink,b,Reuters,in.reuters.com
"Buzz Stocks: AT&T Inc., AstraZeneca plc (ADR), Google Inc, and Cisco Systems  ...",t,Schaeffers Research \(blog\),www.schaeffersresearch.com
"Coming to Theaters: Daniel Radcliffe's 'Frankenstein' Update, A Look at the  ...",e,Frontiers LA \(blog\),www.frontiersla.com
India may not impose anti-dumping duty on solar power gear imports,b,Economic Times,economictimes.indiatimes.com
"Transcendence: our end, or Johnny's?",e,Michigan Journal,michiganjournal.org
In brief: Spiders bedevil Suzuki cars,t,Houston Chronicle,www.houstonchronicle.com
"Days After Sarah Jones' Death, 'Midnight …",e,Deadline.com,www.deadline.com
Tencent is setting its hopes on mobile commerce,b,Mobile Commerce Press,www.mobilecommercepress.com
Pfizer talks up case for AstraZeneca swoop,b,Scotsman,www.scotsman.com
"Galaxy S5 fingerprint scanner has been hacked, PayPal users at risk",t,Digital Trends,www.digitaltrends.com
American Airlines & JetBlue End Agreement,b,CBS Local,dfw.cbslocal.com
Death of designer L'Wren Scott is ruled a suicide,e,KSDK,www.ksdk.com
Health groups urge Governor and Legislature to raise Ohio's tobacco tax,m,News-Medical.net,www.news-medical.net
Miranda Lambert Talks Admiration For BeyoncÃ© And Relationship With  ...,e,Contactmusic.com,www.contactmusic.com
Carey: It's too hot for divorce comment,e,Belfast Telegraph,www.belfasttelegraph.co.uk
Latest Batman V Superman: Dawn Of Justice villain rumours,e,Den Of Geek,www.denofgeek.com
Breach at eBay puts 145m at risk,t,The Australian,www.theaustralian.com.au
EDITORIAL: Obama lays out the right way to answer Putin's aggression,b,Fresno Bee,www.fresnobee.com
'I Wanna Marry 'Harry' reality show convinces 12 American women they're  ...,e,Daily Mail,www.dailymail.co.uk
Mumps Ohio Outbreak Spreading to Other States,m,The Inquisitr,www.inquisitr.com
WHO: Cigarette price hike could save 49m lives,m,Nursing in Practice,www.nursinginpractice.com
"Google just made it harder for the NSA to snoop on Gmail users, but is it enough?",t,MarketWatch \(blog\),blogs.marketwatch.com
"App hit #1, Google never suspected a 869 KB ""antivirus"" app by the maker of  ...",t,DailyTech,www.dailytech.com
Taxi drivers in Europe go protest car-for-hire app Uber,b,Nipawin Journal,www.nipawinjournal.com
"Kim Kardashian, Kanye West finally get on Vogue cover",e,San Jose Mercury News,www.mercurynews.com
Google Misses on Q1 Earnings as Mobile Drags Down Ad Prices,b,Slate Magazine \(blog\),www.slate.com
This Oscar Nominee Could Be the Next Indiana Jones,e,PolicyMic,www.policymic.com
David Fincher exits Steve Jobs movie over $10mln fee,e,Malaysia Sun,www.malaysiasun.com
McDonald's Workers Clash With Police While Protesting For $15 Minimum Wage,b,PJ Media,pjmedia.com
Lohan Says She Had Miscarriage,e,The Ledger,www.theledger.com
VIDEO: Two Planes Narrowly Avoid a Catastrophic Collision at Barcelona Airport,b,RYOT,www.ryot.org
LIVE NEWS CONFERENCE at 11 am: Amtrak train hits car on tracks; 3 dead,b,NECN,www.necn.com
"Chris Brown's trial on assault charge delayed - WCBD-TV: News, Weather, and  ...",e,WCBD,www.counton2.com
ABC's 'Grey's Anatomy' Finale Dominates 'American Idol' & Finishes Its Best  ...,e,TVbytheNumbers,tvbythenumbers.zap2it.com
Police used physical 'pressure-point tactics' to clear Chater Road,b,South China Morning Post,www.scmp.com
Gold ends higher as tensions over Ukraine intensify,b,CNBC.com,www.cnbc.com
Harrison Ford injured on set of 'Star Wars' film,e,Press Herald,www.pressherald.com
Dallas Postal Workers Protest Staples,b,NBC 5 Dallas-Fort Worth,www.nbcdfw.com
"UK inflation falls to 4½-year low in May, but house prices soar",b,Financial Express,www.financialexpress.com
"Samsung Galaxy Tab S 'to feature AMOLED display, fingerprint scanner'",t,Digital Spy,www.digitalspy.com
'Voice' Coach Chris Martin Talks New Coldplay Gwyneth Paltrow Album 'Ghost  ...,e,Classicalite,www.classicalite.com
Twitter turns 8; how to find your first tweet,t,WKYC-TV,www.wkyc.com
NASA's Curiosity Rover completes first Martian Year on Mars,t,Clarksville Online,www.clarksvilleonline.com
Express LOL: Funniest WWE Money in the Bank jokes,b,Indian Express,indianexpress.com
"April 17, 2014, 7:17 pm",b,The West Australian,au.news.yahoo.com
Samsung launches Galaxy K Zoom with 20MP camera,t,Times of India,timesofindia.indiatimes.com
Fed's Yellen warns of monetary policy's 'limitations' in combatting risk,b,The Globe and Mail,www.theglobeandmail.com
US companies add 281000 jobs in June; hiring surges after May slowdown,b,The Globe and Mail,www.theglobeandmail.com
Restaurants Spread Norovirus,m,Daily Beast,www.thedailybeast.com
"Have Your Bonds, and Hedge Them, Too",b,Barron's \(blog\),blogs.barrons.com
Here are the craziest rumors about Kim Kardashian and Kanye West's wedding,e,Washington Post \(blog\),www.washingtonpost.com
Bitter feud between Casey Kasem's family at odds with calmness of his pop  ...,e,Minneapolis Star Tribune,www.startribune.com
MMG identifies risks to Las Bambas schedule,b,Metalbulletin.com \(subscription\),www.metalbulletin.com
Apple CarPlay Comes to Pioneer's Aftermarket Infotainment Systems,t,Gizmodo,gizmodo.com
Lea Michele and Boyfriend Matthew Paetz Spotted Making Out!,e,Wetpaint,www.wetpaint.com
People who consume diet rich resveratrol are likely to develop cardiovascular  ...,m,News-Medical.net,www.news-medical.net
Want to know what's next for Android? Here's how to watch Google I/O live,t,Memeburn,memeburn.com
The man who brought Gandhi to the Oscars,e,Economic Times,economictimes.indiatimes.com
"Vic Gundotra, the head of Google+, leaves Google",t,Ars Technica,arstechnica.com
Why Aereo's Supreme Court Case Matters,e,TheWrap,www.thewrap.com
Jimmy Fallon debuts new Brian Williams rap,e,Action News Now,www.actionnewsnow.com
"Procter & Gamble 4Q profit climbs, helped in part by lower expenses",b,Newser,www.newser.com
"US adds 288000 jobs in June, jobless rate falls to 6.1 percent",b,San Gabriel Valley Tribune,www.sgvtribune.com
"iOS 7.1 now available: adds several new features, fixes reboot, and breaks  ...",t,Mobile Burn,www.mobileburn.com
Tail-end of brutal allergy season,m,WJXT Jacksonville,www.news4jax.com
Honda's quarterly profit up on Asian sales growth,b,Economic Times,economictimes.indiatimes.com
"New iOS 8 SDK: Come in, apps. Get cozy, sip wine, swap numbers",t,Register,www.theregister.co.uk
Stocks trim their losses...Auto sales sizzle in July...More cars recalled,b,10TV,www.10tv.com
3D-printed medical device rescues baby's breath,m,CNET,news.cnet.com
New leads on missing jet's debris,b,The Asian Age,www.asianage.com
"FDA: Dogs, Cats and People Sick From Eating Jerky Treats",m,Brevard Times,news.brevardtimes.com
Kepler-186f: How Astronomers Discovered an Earth-Sized Planet in a Star's  ...,t,Decoded Science,www.decodedscience.com
"Asia Pacific Market: Stocks fall on Iraq concerns, weak euro-area manufacturing",b,Business Standard,www.business-standard.com
Worst celebrity Twitter gaffes,e,WFMZ Allentown,www.wfmz.com
Pressure Mounts on General Motors - Analyst Blog,t,NASDAQ,www.nasdaq.com
Solange Knowles breaks silence on Jay Z elevator fight,e,azcentral.com,www.azcentral.com
